,Player,All_NBA,All.Star,Draft_Yr,Pk,Team,College,Yrs,Games,Minutes.Played,PTS,TRB,AST,FG_Percentage,TP_Percentage,FT_Percentage,Minutes.per.Game,Points.per.Game,TRB.per.game,Assits.per.Game,Win.Share,WS_per_game,BPM,VORP,Executive,Tenure,Exec_ID,Exec_draft_exp,attend_college,first_year,second_year,third_year,fourth_year,fifth_year
1038,Shabazz Muhammad,0,0,2013,14,UTA,"University of California, Los Angeles",3,157,2838,1518,474,102,0.473,0.313,0.738,18.1,9.7,3,0.6,5,0.085,-3.6,-1.2,Dennis Lindsey,1515 days 00:00:00.000000000,45,1,1,0,0,1,0,0
1039,Gorgui Dieng,0,0,2013,21,UTA,University of Louisville,3,215,5231,1823,1494,328,0.516,0.296,0.778,24.3,8.5,6.9,1.5,13,0.119,2.2,5.5,Dennis Lindsey,1515 days 00:00:00.000000000,45,1,1,0,0,1,0,0
1040,Erick Green,0,0,2013,46,UTA,Virginia Polytechnic Institute and State University,2,52,452,159,37,42,0.377,0.288,0.857,8.7,3.1,0.7,0.8,0.1,0.011,-5.1,-0.3,Dennis Lindsey,1515 days 00:00:00.000000000,45,1,1,0,0,1,0,0
1041,Dante Exum,0,0,2014,5,UTA,0,1,82,1817,393,131,198,0.349,0.314,0.625,22.2,4.8,1.6,2.4,-0.1,-0.003,-3.8,-0.8,Dennis Lindsey,1515 days 00:00:00.000000000,45,2,0,0,1,0,0,0
1042,Rodney Hood,0,0,2014,23,UTA,Duke University,2,129,3605,1582,384,296,0.418,0.36,0.832,27.9,12.3,3,2.3,8.1,0.108,0.2,2,Dennis Lindsey,1515 days 00:00:00.000000000,45,2,1,0,1,0,0,0
1043,Jarnell Stokes,0,0,2014,35,UTA,University of Tennessee,2,26,144,64,38,5,0.571,0,0.533,5.5,2.5,1.5,0.2,0.6,0.189,0.3,0.1,Dennis Lindsey,1515 days 00:00:00.000000000,45,2,1,0,1,0,0,0
1044,Trey Lyles,0,0,2015,12,UTA,University of Kentucky,1,80,1382,488,299,59,0.438,0.383,0.695,17.3,6.1,3.7,0.7,2.3,0.079,-2.8,-0.3,Dennis Lindsey,1515 days 00:00:00.000000000,45,3,1,1,0,0,0,0
1045,Olivier Hanlan,0,0,2015,42,UTA,Boston College,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Dennis Lindsey,1515 days 00:00:00.000000000,45,3,1,1,0,0,0,0
1046,Dani Diez,0,0,2015,54,UTA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Dennis Lindsey,1515 days 00:00:00.000000000,45,3,0,1,0,0,0,0
1047,Louis Orr,0,0,1980,29,IND,Syracuse University,8,569,13353,5545,2117,853,0.468,0.083,0.787,23.5,9.7,3.7,1.5,25.7,0.093,-0.4,5.4,Dick Vertlieb,293 days 00:00:00.000000000,46,1,1,0,0,0,0,0
1048,Kenny Natt,0,0,1980,30,IND,University of Louisiana at Monroe,3,49,388,150,40,41,0.417,0.2,0.621,7.9,3.1,0.8,0.8,-0.2,-0.026,-7.4,-0.5,Dick Vertlieb,293 days 00:00:00.000000000,46,1,1,0,0,0,0,0
1049,Dick Miller,0,0,1980,40,IND,University of Toledo,1,8,53,8,7,5,0.444,0,0,6.6,1,0.9,0.6,-0.1,-0.102,-6.3,-0.1,Dick Vertlieb,293 days 00:00:00.000000000,46,1,1,0,0,0,0,0
1050,Rich Branning,0,0,1980,78,IND,University of Notre Dame,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Dick Vertlieb,293 days 00:00:00.000000000,46,1,1,0,0,0,0,0
1051,Joe Galvin,0,0,1980,100,IND,Illinois State University,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Dick Vertlieb,293 days 00:00:00.000000000,46,1,1,0,0,0,0,0
1052,Randy Owens,0,0,1980,124,IND,Philadelphia University,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Dick Vertlieb,293 days 00:00:00.000000000,46,1,1,0,0,0,0,0
1053,Charles Naddaff,0,0,1980,146,IND,Lafayette College,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Dick Vertlieb,293 days 00:00:00.000000000,46,1,1,0,0,0,0,0
1054,Steve Stielper,0,0,1980,167,IND,James Madison University,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Dick Vertlieb,293 days 00:00:00.000000000,46,1,1,0,0,0,0,0
1055,Scott Rogers,0,0,1980,186,IND,Kenyon College,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Dick Vertlieb,293 days 00:00:00.000000000,46,1,1,0,0,0,0,0
1056,John Bates,0,0,1980,204,IND,West Virginia Wesleyan College,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Dick Vertlieb,293 days 00:00:00.000000000,46,1,1,0,0,0,0,0
1057,Reggie Bullock,0,0,2013,25,LAC,University of North Carolina,3,116,1162,306,172,47,0.381,0.343,0.818,10,2.6,1.5,0.4,1.5,0.061,-2.7,-0.2,Doc Rivers,1193 days 00:00:00.000000000,47,1,1,0,0,1,0,0
1058,C.J. Wilcox,0,0,2014,28,LAC,University of Washington,2,44,268,111,19,18,0.404,0.381,0.786,6.1,2.5,0.4,0.4,0.3,0.047,-3.8,-0.1,Doc Rivers,1193 days 00:00:00.000000000,47,2,1,0,1,0,0,0
1059,Mickey Dillard,0,0,1981,55,CLE,Florida State University,1,33,221,73,15,34,0.367,0,0.652,6.7,2.2,0.5,1,-0.2,-0.051,-7.4,-0.3,Don Delaney,854 days 00:00:00.000000000,48,1,1,0,0,0,0,0
1060,Russell Bowers,0,0,1981,59,CLE,American University,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Don Delaney,854 days 00:00:00.000000000,48,1,1,0,0,0,0,0
1061,Ethan Martin,0,0,1981,74,CLE,Louisiana State University,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Don Delaney,854 days 00:00:00.000000000,48,1,1,0,0,0,0,0
1062,Ken Page,0,0,1981,96,CLE,University of New Mexico,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Don Delaney,854 days 00:00:00.000000000,48,1,1,0,0,0,0,0
1063,Aaron Strayhorn,0,0,1981,120,CLE,University of Hawaii,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Don Delaney,854 days 00:00:00.000000000,48,1,1,0,0,0,0,0
1064,Andre Smith,0,0,1981,142,CLE,University of Nebraska,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Don Delaney,854 days 00:00:00.000000000,48,1,1,0,0,0,0,0
1065,Glen Marcus,0,0,1981,166,CLE,University of Alabama at Birmingham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Don Delaney,854 days 00:00:00.000000000,48,1,1,0,0,0,0,0
1066,Paul Roba,0,0,1981,187,CLE,Cleveland State University,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Don Delaney,854 days 00:00:00.000000000,48,1,1,0,0,0,0,0
1067,Greg Boone,0,0,1981,208,CLE,Augsburg College,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Don Delaney,854 days 00:00:00.000000000,48,1,1,0,0,0,0,0
1068,John Bagley,0,0,1982,12,CLE,Boston College,11,665,17120,5802,1729,3980,0.437,0.241,0.779,25.7,8.7,2.6,6,16.6,0.047,-1.9,0.3,Don Delaney,854 days 00:00:00.000000000,48,2,1,0,0,0,0,0
1069,Dave Magley,0,0,1982,28,CLE,University of Kansas,1,14,56,12,10,2,0.25,0,0.5,4,0.9,0.7,0.1,-0.1,-0.066,-8.9,-0.1,Don Delaney,854 days 00:00:00.000000000,48,2,1,0,0,0,0,0
1070,Michael Wilson,0,0,1982,47,CLE,Marquette University,3,32,338,108,36,45,0.438,0,0.75,10.6,3.4,1.1,1.4,0.3,0.038,-2.8,-0.1,Don Delaney,854 days 00:00:00.000000000,48,2,1,0,0,0,0,0
1071,Reggie Hannah,0,0,1982,70,CLE,University of South Alabama,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Don Delaney,854 days 00:00:00.000000000,48,2,1,0,0,0,0,0
1072,Terry White,0,0,1982,93,CLE,University of Texas at El Paso,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Don Delaney,854 days 00:00:00.000000000,48,2,1,0,0,0,0,0
1073,Vince Reynolds,0,0,1982,116,CLE,University of South Florida,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Don Delaney,854 days 00:00:00.000000000,48,2,1,0,0,0,0,0
1074,Randy Reed,0,0,1982,139,CLE,Kansas State University,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Don Delaney,854 days 00:00:00.000000000,48,2,1,0,0,0,0,0
1075,Monty Knight,0,0,1982,162,CLE,Virginia Commonwealth University,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Don Delaney,854 days 00:00:00.000000000,48,2,1,0,0,0,0,0
1076,Tony Hafley,0,0,1982,185,CLE,University of South Alabama,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Don Delaney,854 days 00:00:00.000000000,48,2,1,0,0,0,0,0
1077,Durand Walker,0,0,1982,206,CLE,Marion College,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Don Delaney,854 days 00:00:00.000000000,48,2,1,0,0,0,0,0
1078,Marques Johnson,3,5,1977,3,MIL,"University of California, Los Angeles",11,691,23694,13892,4817,2502,0.518,0.152,0.739,34.3,20.1,7,3.6,79.8,0.162,3.6,33.6,Don Nelson,3694 days 00:00:00.000000000,49,1,1,0,0,0,0,0
1079,Kent Benson,0,0,1977,1,MIL,Indiana University,11,680,15719,6168,3881,1203,0.493,0.206,0.757,23.1,9.1,5.7,1.8,33.6,0.103,0.9,11.3,Don Nelson,3694 days 00:00:00.000000000,49,1,1,0,0,0,0,0
1080,Ernie Grunfeld,0,0,1977,11,MIL,University of Tennessee,9,693,12916,5124,1815,1419,0.477,0.337,0.77,18.6,7.4,2.6,2,25,0.093,-0.8,3.9,Don Nelson,3694 days 00:00:00.000000000,49,1,1,0,0,0,0,0
1081,Glenn Williams,0,0,1977,27,MIL,St. John's University,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Don Nelson,3694 days 00:00:00.000000000,49,1,1,0,0,0,0,0
1082,Gary Yoder,0,0,1977,47,MIL,University of Cincinnati,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Don Nelson,3694 days 00:00:00.000000000,49,1,1,0,0,0,0,0
1083,Lewis Brown,0,0,1977,69,MIL,"University of Nevada, Las Vegas",1,2,5,2,2,0,0,0,0.4,2.5,1,1,0,-0.1,-0.667,-38.4,0,Don Nelson,3694 days 00:00:00.000000000,49,1,1,0,0,0,0,0
1084,Chuck Goodyear,0,0,1977,113,MIL,Miami University,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Don Nelson,3694 days 00:00:00.000000000,49,1,1,0,0,0,0,0
1085,Ron Bostic,0,0,1977,134,MIL,University of Detroit Mercy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Don Nelson,3694 days 00:00:00.000000000,49,1,1,0,0,0,0,0
1086,Larry Pikes,0,0,1977,154,MIL,University of Wisconsin-Milwaukee,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Don Nelson,3694 days 00:00:00.000000000,49,1,1,0,0,0,0,0
1087,George Johnson,0,0,1978,12,MIL,St. John's University,8,464,9878,4214,2610,817,0.463,0.189,0.779,21.3,9.1,5.6,1.8,14.1,0.068,-0.6,3.4,Don Nelson,3694 days 00:00:00.000000000,49,2,1,0,0,0,0,0
1088,Pat Cummings,0,0,1978,59,MIL,University of Cincinnati,12,683,14516,6529,3825,807,0.497,0,0.737,21.3,9.6,5.6,1.2,22.6,0.075,-2.3,-1,Don Nelson,3694 days 00:00:00.000000000,49,2,1,0,0,0,0,0
1089,Otis Howard,0,0,1978,80,MIL,Austin Peay State University,1,14,113,59,41,5,0.429,0,0.478,8.1,4.2,2.9,0.4,0.2,0.064,-5.5,-0.1,Don Nelson,3694 days 00:00:00.000000000,49,2,1,0,0,0,0,0
1090,Russ Coleman,0,0,1978,103,MIL,University of the Pacific,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Don Nelson,3694 days 00:00:00.000000000,49,2,1,0,0,0,0,0
1091,Tom Zaligaris,0,0,1978,164,MIL,University of North Carolina,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Don Nelson,3694 days 00:00:00.000000000,49,2,1,0,0,0,0,0
1092,Gary Rosenberger,0,0,1978,182,MIL,Marquette University,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Don Nelson,3694 days 00:00:00.000000000,49,2,1,0,0,0,0,0
1093,Tom Anderson,0,0,1978,196,MIL,University of Wisconsin-Green Bay,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Don Nelson,3694 days 00:00:00.000000000,49,2,1,0,0,0,0,0
1094,Sidney Moncrief,5,5,1979,5,MIL,University of Arkansas,11,767,23150,11931,3575,2793,0.502,0.284,0.831,30.2,15.6,4.7,3.6,90.3,0.187,3.8,33.9,Don Nelson,3694 days 00:00:00.000000000,49,3,1,0,0,0,0,0
1095,Edgar Jones,0,0,1979,31,MIL,"University of Nevada, Reno",6,363,6960,3257,1745,331,0.506,0.262,0.71,19.2,9,4.8,0.9,15,0.103,-0.4,2.7,Don Nelson,3694 days 00:00:00.000000000,49,3,1,0,0,0,0,0
1096,Larry Gibson,0,0,1979,52,MIL,University of Maryland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Don Nelson,3694 days 00:00:00.000000000,49,3,1,0,0,0,0,0
1097,Eugene Robinson,0,0,1979,69,MIL,University of Louisiana at Monroe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Don Nelson,3694 days 00:00:00.000000000,49,3,1,0,0,0,0,0
1098,Derrick Mayes,0,0,1979,116,MIL,Illinois State University,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Don Nelson,3694 days 00:00:00.000000000,49,3,1,0,0,0,0,0
1099,Stan Ray,0,0,1979,138,MIL,"California State University, Fullerton",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Don Nelson,3694 days 00:00:00.000000000,49,3,1,0,0,0,0,0
1100,Larry Spicer,0,0,1979,156,MIL,University of Alabama at Birmingham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Don Nelson,3694 days 00:00:00.000000000,49,3,1,0,0,0,0,0
1101,Roger Lapham,0,0,1979,174,MIL,University of Maine,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Don Nelson,3694 days 00:00:00.000000000,49,3,1,0,0,0,0,0
1102,Chris Fahrbach,0,0,1979,193,MIL,University of North Dakota,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Don Nelson,3694 days 00:00:00.000000000,49,3,1,0,0,0,0,0
1103,Ken Jones,0,0,1980,109,MIL,Virginia Commonwealth University,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Don Nelson,3694 days 00:00:00.000000000,49,4,1,0,0,0,0,0
1104,Al Beal,0,0,1980,63,MIL,University of Oklahoma,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Don Nelson,3694 days 00:00:00.000000000,49,4,1,0,0,0,0,0
1105,Jeff Wolf,0,0,1980,86,MIL,University of North Carolina,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Don Nelson,3694 days 00:00:00.000000000,49,4,1,0,0,0,0,0
1106,Alex Gilbert,0,0,1980,132,MIL,Indiana State University,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Don Nelson,3694 days 00:00:00.000000000,49,4,1,0,0,0,0,0
1107,Ron White,0,0,1980,155,MIL,Furman University,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Don Nelson,3694 days 00:00:00.000000000,49,4,1,0,0,0,0,0
1108,Keith Valentine,0,0,1980,174,MIL,Virginia Union University,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Don Nelson,3694 days 00:00:00.000000000,49,4,1,0,0,0,0,0
1109,Del Yarbrough,0,0,1980,194,MIL,Illinois State University,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Don Nelson,3694 days 00:00:00.000000000,49,4,1,0,0,0,0,0
1110,Melvin Crayton,0,0,1980,210,MIL,Alabama State University,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Don Nelson,3694 days 00:00:00.000000000,49,4,1,0,0,0,0,0
1111,Alton Lister,0,0,1981,21,MIL,Arizona State University,16,953,18965,6298,5996,914,0.512,0.111,0.597,19.9,6.6,6.3,1,36.6,0.093,-0.3,7.9,Don Nelson,3694 days 00:00:00.000000000,49,5,1,0,0,0,0,0
1112,Mark Smith,0,0,1981,67,MIL,University of Illinois at Urbana-Champaign,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Don Nelson,3694 days 00:00:00.000000000,49,5,1,0,0,0,0,0
1113,Kris Anderson,0,0,1981,90,MIL,Florida State University,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Don Nelson,3694 days 00:00:00.000000000,49,5,1,0,0,0,0,0
1114,Kelvin Troy,0,0,1981,113,MIL,Rutgers University,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Don Nelson,3694 days 00:00:00.000000000,49,5,1,0,0,0,0,0
1115,Jo Jo Hunter,0,0,1981,136,MIL,University of Colorado,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Don Nelson,3694 days 00:00:00.000000000,49,5,1,0,0,0,0,0
1116,Lewis Latimore,0,0,1981,159,MIL,University of Virginia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Don Nelson,3694 days 00:00:00.000000000,49,5,1,0,0,0,0,0
1117,Mike Brkovich,0,0,1981,181,MIL,Michigan State University,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Don Nelson,3694 days 00:00:00.000000000,49,5,1,0,0,0,0,0
1118,Chip Rucker,0,0,1981,201,MIL,Northeastern University,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Don Nelson,3694 days 00:00:00.000000000,49,5,1,0,0,0,0,0
1119,Artie Green,0,0,1981,221,MIL,Marquette University,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Don Nelson,3694 days 00:00:00.000000000,49,5,1,0,0,0,0,0
1120,Paul Pressey,0,0,1982,20,MIL,University of Tulsa,11,724,19659,7664,2798,3715,0.485,0.222,0.749,27.2,10.6,3.9,5.1,49,0.12,2.4,22,Don Nelson,3694 days 00:00:00.000000000,49,6,1,0,0,0,0,0
1121,Fred Roberts,0,0,1982,27,MIL,Brigham Young University,13,818,14703,5962,2308,977,0.502,0.325,0.796,18,7.3,2.8,1.2,26.2,0.086,-1.6,1.7,Don Nelson,3694 days 00:00:00.000000000,49,6,1,0,0,0,0,0
1122,Jerry Beck,0,0,1982,89,MIL,Middle Tennessee State University,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Don Nelson,3694 days 00:00:00.000000000,49,6,1,0,0,0,0,0
1123,Tony Carr,0,0,1982,135,MIL,University of Wisconsin-Eau Claire,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Don Nelson,3694 days 00:00:00.000000000,49,6,1,0,0,0,0,0
1124,Bobby Austin,0,0,1982,158,MIL,University of Cincinnati,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Don Nelson,3694 days 00:00:00.000000000,49,6,1,0,0,0,0,0
1125,Bryan Leonard,0,0,1982,181,MIL,University of Illinois at Urbana-Champaign,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Don Nelson,3694 days 00:00:00.000000000,49,6,1,0,0,0,0,0
1126,Robert Tate,0,0,1982,202,MIL,Idaho State University,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Don Nelson,3694 days 00:00:00.000000000,49,6,1,0,0,0,0,0
1127,Bob Coenen,0,0,1982,223,MIL,University of Wisconsin-Eau Claire,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Don Nelson,3694 days 00:00:00.000000000,49,6,1,0,0,0,0,0
1128,Mike Davis,0,0,1983,42,MIL,University of Alabama,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Don Nelson,3694 days 00:00:00.000000000,49,7,1,0,0,0,0,0
1129,Randy Breuer,0,0,1983,18,MIL,University of Minnesota,11,681,12499,4599,2986,616,0.467,0,0.628,18.4,6.8,4.4,0.9,20.9,0.08,-1.2,2.5,Don Nelson,3694 days 00:00:00.000000000,49,7,1,0,0,0,0,0
1130,Ted Kitchel,0,0,1983,41,MIL,Indiana University,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Don Nelson,3694 days 00:00:00.000000000,49,7,1,0,0,0,0,0
1131,Billy Goodwin,0,0,1983,65,MIL,St. John's University,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Don Nelson,3694 days 00:00:00.000000000,49,7,1,0,0,0,0,0
1132,Mark Nickens,0,0,1983,88,MIL,American University,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Don Nelson,3694 days 00:00:00.000000000,49,7,1,0,0,0,0,0
1133,Mark Petteway,0,0,1983,111,MIL,University of New Orleans,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Don Nelson,3694 days 00:00:00.000000000,49,7,1,0,0,0,0,0
1134,Russell Todd,0,0,1983,120,MIL,West Virginia University,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Don Nelson,3694 days 00:00:00.000000000,49,7,1,0,0,0,0,0
1135,Charles Hurt,0,0,1983,134,MIL,University of Kentucky,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Don Nelson,3694 days 00:00:00.000000000,49,7,1,0,0,0,0,0
1136,Anthony Hicks,0,0,1983,157,MIL,Xavier University,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Don Nelson,3694 days 00:00:00.000000000,49,7,1,0,0,0,0,0
1137,Brett Burkholder,0,0,1983,180,MIL,DePaul University,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Don Nelson,3694 days 00:00:00.000000000,49,7,1,0,0,0,0,0
1138,Bill Varner,0,0,1983,202,MIL,University of Notre Dame,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Don Nelson,3694 days 00:00:00.000000000,49,7,1,0,0,0,0,0
1139,Bob Kelly,0,0,1983,223,MIL,St. John's University,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Don Nelson,3694 days 00:00:00.000000000,49,7,1,0,0,0,0,0
1140,Kenny Fields,0,0,1984,21,MIL,"University of California, Los Angeles",4,184,2692,1140,464,188,0.474,0.188,0.733,14.6,6.2,2.5,1,4.2,0.074,-2.1,-0.1,Don Nelson,3694 days 00:00:00.000000000,49,8,1,0,0,0,0,0
1141,Vernon Delancy,0,0,1984,67,MIL,University of Florida,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Don Nelson,3694 days 00:00:00.000000000,49,8,1,0,0,0,0,0
1142,Ernie Floyd,0,0,1984,113,MIL,College of the Holy Cross,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Don Nelson,3694 days 00:00:00.000000000,49,8,1,0,0,0,0,0
1143,McKinley Singleton,0,0,1984,120,MIL,University of Alabama at Birmingham,1,2,10,4,0,1,0.667,0,0,5,2,0,0.5,0,0.131,-7.3,0,Don Nelson,3694 days 00:00:00.000000000,49,8,1,0,0,0,0,0
1144,Mike Reddick,0,0,1984,136,MIL,Stetson University,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Don Nelson,3694 days 00:00:00.000000000,49,8,1,0,0,0,0,0
1145,Tony William,0,0,1984,159,MIL,Florida State University,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Don Nelson,3694 days 00:00:00.000000000,49,8,1,0,0,0,0,0
1146,Brad Jergenson,0,0,1984,182,MIL,University of South Carolina,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Don Nelson,3694 days 00:00:00.000000000,49,8,1,0,0,0,0,0
1147,Edwin Green,0,0,1984,204,MIL,University of Massachusetts Amherst,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Don Nelson,3694 days 00:00:00.000000000,49,8,1,0,0,0,0,0
1148,Mike Toomer,0,0,1984,226,MIL,Florida Agricultural and Mechanical University,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Don Nelson,3694 days 00:00:00.000000000,49,8,1,0,0,0,0,0
1149,Jerry Reynolds,0,0,1985,22,MIL,Louisiana State University,8,443,8379,4036,1317,904,0.418,0.226,0.749,18.9,9.1,3,2,10.5,0.06,-0.3,3.5,Don Nelson,3694 days 00:00:00.000000000,49,9,1,0,0,0,0,0
1150,Eugene McDowell,0,0,1985,68,MIL,University of Florida,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Don Nelson,3694 days 00:00:00.000000000,49,9,1,0,0,0,0,0
1151,Cozell McQueen,0,0,1985,91,MIL,North Carolina State University,1,3,7,6,8,0,1,0,0,2.3,2,2.7,0,0.1,0.627,2.5,0,Don Nelson,3694 days 00:00:00.000000000,49,9,1,0,0,0,0,0
1152,Ray Knight,0,0,1985,114,MIL,Providence College,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Don Nelson,3694 days 00:00:00.000000000,49,9,1,0,0,0,0,0
1153,Quentin Anderson,0,0,1985,137,MIL,Texas Tech University,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Don Nelson,3694 days 00:00:00.000000000,49,9,1,0,0,0,0,0
1154,Mario Elie,0,0,1985,160,MIL,American International College,11,732,18654,6265,2017,1875,0.473,0.365,0.854,25.5,8.6,2.8,2.6,48.9,0.126,0.9,13.7,Don Nelson,3694 days 00:00:00.000000000,49,9,1,0,0,0,0,0
1155,Keith Smith,0,0,1986,45,MIL,Loyola Marymount University,1,42,461,138,32,43,0.38,0.333,0.75,11,3.3,0.8,1,0,-0.003,-4.9,-0.3,Don Nelson,3694 days 00:00:00.000000000,49,10,1,0,0,0,0,0
1156,Scott Skiles,0,0,1986,22,MIL,Michigan State University,10,600,16789,6652,1526,3881,0.435,0.379,0.889,28,11.1,2.5,6.5,30.4,0.087,-1.2,3.2,Don Nelson,3694 days 00:00:00.000000000,49,10,1,0,0,0,0,0
1157,Baskerville Holmes,0,0,1986,68,MIL,University of Memphis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Don Nelson,3694 days 00:00:00.000000000,49,10,1,0,0,0,0,0
1158,Bobby Deaton,0,0,1986,114,MIL,Southwstern University,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Don Nelson,3694 days 00:00:00.000000000,49,10,1,0,0,0,0,0
1159,John Kimbrell,0,0,1986,137,MIL,Lipscomb University,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Don Nelson,3694 days 00:00:00.000000000,49,10,1,0,0,0,0,0
1160,Jeff Strong,0,0,1986,160,MIL,University of Missouri,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Don Nelson,3694 days 00:00:00.000000000,49,10,1,0,0,0,0,0
1161,Mitch Richmond,5,6,1988,5,GSW,Kansas State University,14,976,34309,20497,3801,3398,0.455,0.388,0.85,35.2,21,3.9,3.5,79.3,0.111,0.9,25,Don Nelson,2601 days 00:00:00.000000000,49,11,1,0,0,0,0,0
